date,open,high,low,close,adj_close,volume
1/2/2019,185.830002,190.820007,185.309998,189.740005,187.218323,4294000
1/3/2019,187.5,187.509995,180.979996,181.179993,178.772079,5070900
1/4/2019,184.850006,191.25,184.440002,189.759995,187.238037,4452900
1/7/2019,190.630005,193.020004,189.710007,191.220001,188.678635,4219200
1/8/2019,189.899994,192.490005,188.5,192.279999,190.052551,5069700
1/9/2019,194.300003,196.550003,193.279999,195.770004,193.502106,5471500
1/10/2019,193.029999,197.240005,191.320007,196.949997,194.668442,3693600
1/11/2019,196.070007,196.699997,194.710007,195.899994,193.630569,2500100
1/14/2019,194.380005,197,194,195.429993,193.166016,3336500
1/15/2019,195.220001,197.350006,193.100006,196.520004,194.243408,3783000
1/16/2019,197.509995,198.410004,196.5,197.770004,195.478958,3546300
1/17/2019,197.449997,200.399994,197.100006,199.309998,197.001083,2764100
1/18/2019,201.179993,202.529999,200.020004,202,199.659927,4866600
1/22/2019,199.789993,201,197.649994,199.460007,197.149368,4457700
1/23/2019,201.050003,201.059998,196.600006,198.350006,196.052231,3086100
1/24/2019,198.419998,200.199997,197.929993,199.789993,197.47554,2792000
1/25/2019,202.190002,203.889999,199.789993,202.940002,200.58905,4677500
1/28/2019,200.740005,200.979996,198.059998,200.160004,197.841232,3277200
1/29/2019,200.190002,200.669998,197.660004,199.240005,196.931915,3661900
1/30/2019,200.419998,204.830002,199.899994,204.020004,201.65654,4079500
1/31/2019,209.800003,212.970001,208,211.130005,208.684158,11316200
2/1/2019,211.990005,214.639999,211.199997,213.770004,211.293594,6470100
2/4/2019,214.350006,214.949997,213.199997,214.910004,212.420395,4397500
2/5/2019,215,216.699997,214.949997,215.860001,213.359375,3091500
2/6/2019,215.25,215.899994,213.679993,215.300003,212.805862,2698000
2/7/2019,213.460007,214.449997,211.600006,213.970001,211.491272,2742900
2/8/2019,212,216.630005,212,216.580002,214.07103,3248400
2/11/2019,216.990005,218.649994,216.339996,217.100006,214.585007,2974400
2/12/2019,218.559998,219.490005,217.639999,218.910004,216.374039,3411400
2/13/2019,219.789993,221.279999,219.440002,220.539993,217.985153,2996600
2/14/2019,219.509995,220.979996,218.619995,219.809998,217.263611,2875600
2/15/2019,222.190002,222.350006,220.479996,222.110001,219.536957,2758500
2/19/2019,221.429993,221.960007,220.360001,220.589996,218.034576,2836700
2/20/2019,221.220001,221.830002,219.399994,221.110001,218.548569,3103600
2/21/2019,220.210007,221.029999,218.619995,219.309998,216.769424,3528800
2/22/2019,220,223.630005,219.699997,223.320007,220.732971,3295300
2/25/2019,225,225.399994,223,223.320007,220.732971,3359200
2/26/2019,222.160004,225.179993,222.050003,224,221.40509,2852300
2/27/2019,223.039993,224.610001,221.740005,224.570007,221.968506,2119500
2/28/2019,224.089996,225.600006,223.660004,224.770004,222.166138,3240400
3/1/2019,226.880005,228.149994,225.360001,227.25,224.617432,3001400
3/4/2019,227.309998,228.5,223.669998,226.289993,223.668549,2977700
3/5/2019,226.229996,226.919998,225.289993,226.220001,223.599365,2779100
3/6/2019,225.850006,226.509995,223.949997,224.470001,221.869644,2849300
3/7/2019,223.619995,224.440002,220.740005,222.410004,219.833511,3879600
3/8/2019,218.380005,222.190002,215.929993,221.869995,219.299744,2691800
3/11/2019,222.940002,226.130005,222.839996,225.639999,223.026077,2670100
3/12/2019,226.589996,228.199997,226.220001,226.940002,224.31102,2478700
3/13/2019,228.369995,231.330002,227.800003,228.5,225.852951,2690400
3/14/2019,228.699997,230.210007,227.410004,229.509995,226.851242,2838700
3/15/2019,228.820007,232.759995,228.809998,231.169998,228.492035,3894200
3/18/2019,232.289993,232.5,229.110001,230.389999,227.721054,2734100
3/19/2019,231.539993,232.100006,230.330002,231.009995,228.333878,3212000
3/20/2019,229.729996,231.940002,227.839996,229.889999,227.226837,3747400
3/21/2019,228.199997,237.080002,228.179993,235.869995,233.137558,4441100
3/22/2019,234.839996,236,230.679993,230.759995,228.086761,3709400
3/25/2019,230.389999,231.940002,228.550003,230.419998,227.750717,3506500
3/26/2019,232.960007,233.630005,231.449997,233.289993,230.587448,3046900
