date,open,high,low,close,adj _close,volume
7/30/2020,191.809998,198.660004,189.130997,192.509995,192.509995,16803600
7/31/2020,193.050003,196.350006,191.690002,196.070007,196.070007,10863400
8/3/2020,198.25,199.399994,195.220001,197.070007,197.070007,7958700
8/4/2020,196.350006,199.100006,195.520996,197.330002,197.330002,5771600
8/5/2020,199,204.229996,198.089996,202.910004,202.910004,7565800
8/6/2020,202,204.160004,198.880005,204.089996,204.089996,5821400
8/7/2020,203.710007,203.951004,196.699997,198.630005,198.630005,6525300
8/10/2020,198.699997,199.850006,191.690002,193.320007,193.320007,8792200
8/11/2020,192,193.535004,186.520004,189.029999,189.029999,9155300
8/12/2020,190,192.509995,189.399994,191.320007,191.320007,7936600
8/13/2020,192.100006,195.130005,191.479996,193.070007,193.070007,10082400
8/14/2020,195.190002,195.468994,190.509995,191.460007,191.460007,4848000
8/17/2020,193.919998,197.419998,193.25,196.289993,196.289993,6279300
8/18/2020,197.729996,198.75,194,194.570007,194.570007,5362500
8/19/2020,195.059998,196.839996,191.919998,192.440002,192.440002,6865300
8/20/2020,192.059998,198.699997,191.509995,198.179993,198.179993,6773000
8/21/2020,197.929993,199.100006,196.220001,196.789993,196.789993,6092500
8/24/2020,200,201.098999,196.570007,198.880005,198.880005,5404100
8/25/2020,198.490005,201.960007,196.240005,201.669998,201.669998,5108200
8/26/2020,202.529999,205.350006,200.25,203.479996,203.479996,6072200
8/27/2020,206.809998,207,202.300003,204.339996,204.339996,6051900
8/28/2020,205.416,205.416,202.419998,204.479996,204.479996,4580300
8/31/2020,203.699997,205.251999,202.298004,204.139999,204.139999,5628700
9/1/2020,205.589996,209.880005,205.145004,208.929993,208.929993,6234600
9/2/2020,211.621994,212.449997,204.600006,210.820007,210.820007,7219500
9/3/2020,205.690002,206.589996,194.949997,204.990005,204.990005,16006900
9/4/2020,200.985001,201.839996,182.850006,191.839996,191.839996,17034100
9/8/2020,184.699997,191.75,184.699997,185.949997,185.949997,9282400
9/9/2020,191,195.75,187.300003,194.600006,194.600006,8542000
9/10/2020,196.089996,198.220001,187.839996,190.089996,190.089996,6580700
9/11/2020,191.462006,192.100006,180.929993,184,184,8110400
9/14/2020,186,188.600006,184.380005,186.960007,186.960007,7053100
9/15/2020,190.050003,190.449997,184.179993,186.020004,186.020004,7763400
9/16/2020,187.095001,189.339996,180.669998,180.910004,180.910004,8170100
9/17/2020,176.630005,178.740005,173.789993,175.789993,175.789993,11840100
9/18/2020,176.699997,178.25,171.630005,176.070007,176.070007,13557200
9/21/2020,174.839996,183.449997,174.080002,183.210007,183.210007,13765600
9/22/2020,186.789993,188.059998,182.184998,187.779999,187.779999,8939300
9/23/2020,188.389999,188.470001,181.100006,181.610001,181.610001,6782400
9/24/2020,180.169998,184.899994,179.600006,182.190002,182.190002,7374500
9/25/2020,182.399994,187.919998,180.130005,187.25,187.25,7606500
9/28/2020,191,192.470001,188.089996,192.020004,192.020004,7590600
9/29/2020,192.639999,195.779999,191.110001,194.5,194.5,6732600
9/30/2020,194.059998,198.720001,193.311005,197.029999,197.029999,7939600
10/1/2020,199.259995,201.270004,196.220993,196.940002,196.940002,7268900
10/2/2020,192.729996,196.210007,189.25,191.910004,191.910004,6546400
10/5/2020,193.550003,196.910004,192.160004,196.850006,196.850006,5024100
10/6/2020,196.130005,197.369995,190.880005,191.660004,191.660004,5921800
10/7/2020,193.910004,195.710007,193.330002,194.610001,194.610001,4228700
10/8/2020,196.75,196.869995,192.669998,193.059998,193.059998,5582600
10/9/2020,194.360001,197.350006,192.600006,197.270004,197.270004,7082400
10/12/2020,199.869995,204.080002,196.632004,201.509995,201.509995,10603200
10/13/2020,202.440002,209.020004,200.110001,207.740005,207.740005,8145300
10/14/2020,208.203995,208.947998,200.5,203.600006,203.600006,8588100
10/15/2020,199.990005,203.479996,198.128006,203.139999,203.139999,7626700
10/16/2020,204.440002,207.470001,202.220001,204.449997,204.449997,9662200
10/19/2020,205.520004,207.229996,199.100006,200.059998,200.059998,6566700
10/20/2020,201.139999,205.470001,200.309998,201.960007,201.960007,4867700
10/21/2020,208.300003,215.830002,206.020004,213.070007,213.070007,17247200
10/22/2020,211.899994,212.339996,202.139999,203.929993,203.929993,12398300
10/23/2020,206.240005,206.240005,201.210007,203.039993,203.039993,6644700
10/26/2020,200.660004,203.889999,195.050003,197.220001,197.220001,7716000
10/27/2020,198.789993,201.320007,197.720001,200.429993,200.429993,4754400
10/28/2020,196.960007,198.389999,191.5,192.309998,192.309998,8050000
10/29/2020,194.080002,197.589996,192.309998,195.039993,195.039993,7627100
10/30/2020,193.289993,195.330002,182.919998,186.130005,186.130005,12029700
11/2/2020,189.009995,192.705002,185.050003,187.759995,187.759995,14386000
11/3/2020,177.940002,188.75,174.809998,179.809998,179.809998,31656000
11/4/2020,186.759995,195,184.110001,194.289993,194.289993,16107000
11/5/2020,202.300003,204.919998,199.369995,204.559998,204.559998,15188500
11/6/2020,204.600006,204.919998,198.550003,202.729996,202.729996,8075100
11/9/2020,195.740005,196.070007,184.440002,184.720001,184.720001,18986400
11/10/2020,184.979996,186.710007,178.600006,183.360001,183.360001,13144300
11/11/2020,187.498001,193.100006,186.399994,192.339996,192.339996,9151700
11/12/2020,193.949997,194.899994,188.429993,189.100006,189.100006,7096100
11/13/2020,191.106995,191.729996,186.850006,188.619995,188.619995,6017200
11/16/2020,185.190002,192.380005,183.539993,191.940002,191.940002,10127800
11/17/2020,192.130005,194.630005,190.630005,192.300003,192.300003,6448800
11/18/2020,192.589996,192.949997,189.539993,190.119995,190.119995,8095400
11/19/2020,190.820007,192.75,189.570007,190.899994,190.899994,9391500
11/20/2020,192.470001,194.729996,190.960007,192.669998,192.669998,11514100
11/23/2020,194.529999,202.160004,193.919998,200.820007,200.820007,12020000
11/24/2020,204,207.078995,198.860001,206,206,14781600
11/25/2020,206.289993,216.070007,206.229996,214.460007,214.460007,13817500
11/27/2020,213.199997,213.839996,208.619995,211.389999,211.389999,5363200
11/30/2020,212.509995,215.830002,207.089996,214.119995,214.119995,12976100
12/1/2020,217.149994,220.570007,214.339996,216.539993,216.539993,10137400
12/2/2020,215.600006,215.75,210.5,212.559998,212.559998,7537400
12/3/2020,213.330002,216.929993,213.110001,214.539993,214.539993,7645200
12/4/2020,214.880005,218.552994,213.009995,217.770004,217.770004,6214600
12/7/2020,217.389999,219.320007,216.309998,217.929993,217.929993,5363400
12/8/2020,216.324997,218.720001,215.570007,216.940002,216.940002,5419600
12/9/2020,217,218.940002,209.25,210.800003,210.800003,7807500
12/10/2020,208.360001,216.229996,206.649994,215.339996,215.339996,6556800
12/11/2020,213.389999,215,210.419998,214.059998,214.059998,4283400
12/14/2020,215.949997,223.160004,215,220.789993,220.789993,9759400
12/15/2020,221.929993,222.309998,217.119995,221.600006,221.600006,6508100
12/16/2020,224.800003,231.149994,224.610001,230.199997,230.199997,10110000
12/17/2020,234.509995,238.100006,232.399994,235.509995,235.509995,8914100
12/18/2020,236.660004,237.169998,232.279999,236.449997,236.449997,11534700
12/21/2020,232.619995,239.751007,232.201004,237.720001,237.720001,8156000
12/22/2020,240.164993,243.679993,238.089996,243.490005,243.490005,6331700
12/23/2020,243.600006,244.25,238.330002,239.440002,239.440002,6421300
12/24/2020,240.360001,242.119995,238.089996,238.639999,238.639999,3053800
12/28/2020,243.5,243.5,235.25,235.729996,235.729996,7079500
12/29/2020,236,236.25,229.679993,231.029999,231.029999,8316100
12/30/2020,232.190002,233.839996,230.020004,231.509995,231.509995,6017600
12/31/2020,232,234.690002,229.690002,234.199997,234.199997,5002700
